node_id,matrix_idx,lat,lng,street_count
7144483007,581,20.9988543,105.8374806,3
7144483015,582,21.0023062,105.823974,3
7199335713,583,20.99853,105.8411489,3
7199335714,584,20.9981316,105.8404683,3
7301485388,585,21.0234152,105.8322243,3
7455765729,586,21.0184605,105.8372418,1
7799727241,587,21.0232408,105.8376116,3
7835264875,588,21.0125632,105.8326283,3
7837394427,589,21.0187625,105.8245384,3
7837394440,590,21.0189327,105.8226711,4
7920618640,591,21.0016881,105.8262785,3
7920618647,592,21.000714,105.8293059,3
7920618648,593,21.00106,105.8291663,4
7985603147,594,21.0014607,105.8271192,3
8000825510,595,21.0094711,105.83333,4
8034817819,596,21.0122,105.8293929,3
8034817820,597,21.0123177,105.8293299,3
8034817845,598,21.0190342,105.8238781,4
8034817846,599,21.0185706,105.8236582,3
8194657994,600,20.9983731,105.8414363,3
8194657995,601,20.9977746,105.8418739,3
8231491408,602,21.0190792,105.8285186,3
8231491411,603,21.0192347,105.8286216,3
8273495719,604,21.0169235,105.8337128,1
8277274679,605,21.0147909,105.8391199,1
8277274681,606,21.0130658,105.839323,3
8277274683,607,21.012945,105.8389565,1
8277275639,608,21.010799,105.8301818,1
8277275839,609,21.0039239,105.8253808,1
8277275975,610,21.0135916,105.8279673,1
8333963038,611,21.0125433,105.8143204,1
8344806932,612,21.022215,105.8368905,3
8432307741,613,20.9978798,105.8414328,4
8598733283,614,21.0293992,105.8274018,2
8816578542,615,21.0258817,105.8292747,3
8823455179,616,21.0212961,105.8256587,3
8823455180,617,21.0213994,105.8258879,3
8823759132,618,21.0135822,105.8288915,1
9247782155,619,21.0276316,105.8415518,5
9439560319,620,21.0067038,105.8387773,1
9576908879,621,21.0233286,105.8201513,3
9576932184,622,21.0134192,105.8383982,1
9602244141,623,21.024602,105.8392509,1
9980229913,624,21.0208665,105.8310544,3
10100966682,625,21.0077986,105.8153637,2
10123194086,626,21.0184299,105.8369234,1
10130399629,627,21.0109727,105.8307524,3
10130533935,628,21.006939,105.8296986,3
10130533948,629,21.0078188,105.8331924,3
10130533955,630,21.0009003,105.8287886,3
10171614265,631,21.018017,105.8119038,3
10180671333,632,21.0158991,105.8052084,3
10296445822,633,21.0200564,105.8078754,4
10296445823,634,21.0202257,105.8083216,3
10296445824,635,21.0196409,105.8079784,3
10685723750,636,21.007879,105.8333343,3
10964875589,637,21.0188454,105.8412242,2
10965136434,638,21.0216993,105.8010002,3
10997686349,639,21.026045,105.803818,3
10997686363,640,21.0278456,105.8049193,3
11014094287,641,21.0063522,105.8307843,3
11014094288,642,21.0064788,105.8308437,3
11083505897,643,21.0060986,105.8397447,1
11107112923,644,21.0281843,105.8048724,3
11201648616,645,21.0138554,105.8271703,3
11278791052,646,21.0140474,105.8338904,3
11481858145,647,21.0188823,105.840549,2
11552959637,648,21.0034427,105.8175642,3
11552959642,649,21.0037492,105.8184915,3
11925365306,650,21.0147424,105.824867,1
11950483412,651,21.0089408,105.8243268,3
11950483417,652,21.0090127,105.8241564,3
11964106248,653,21.0017786,105.833879,1
12215533506,654,21.0266555,105.8336277,3
12215533507,655,21.0266253,105.8336972,3
12228968670,656,21.0107496,105.8306831,3
12228968673,657,21.0107692,105.8308268,3
12357580642,658,21.0180675,105.8301196,3
12357580645,659,21.0185479,105.8300366,3
12513272957,660,21.0078249,105.8152738,3
12513272960,661,21.0076719,105.8153995,3
12669487962,662,21.011114,105.8371689,3
12783034921,663,21.009784,105.8379433,3
12816414542,664,21.0196902,105.8086422,3
12816414547,665,21.0196359,105.8085589,3
12985622980,666,20.998028,105.8408719,3
13001062684,667,21.0167629,105.8120626,3
13016543334,668,21.0106011,105.8282429,1
13016543336,669,21.0107444,105.8282988,1
13108917674,670,21.0250751,105.8397059,1
13193505092,671,21.0279933,105.8390968,3
13193505093,672,21.0280565,105.8388391,1
13318676958,673,21.0241313,105.8301057,1
